model,label,r2,mse,rmse,mae,seed
hist_gbr__hver,Porosity,-0.010216197312324038,10.77559248664928,3.2826197596811726,2.0115086612041893,40
xgboost__hver,Porosity,-0.018408489410649542,10.862976554948734,3.295902995379071,2.017623063829787,40
hmlasso__hver,Porosity,-8.636743091665922,102.79147842867187,10.138613239919543,9.582910027529413,40
sst_xgb__hver,Porosity,-0.02057639572840797,10.886100788248049,3.2994091574474433,2.03586723205891,40
erc_xgb__hver,Porosity,-0.008545354668240579,10.75777024276737,3.2799039990169483,1.9906874016836178,40
lightgbm__hmc_vae,Porosity,-0.010918284733214101,10.783081386508185,3.283760251070133,2.0264198994936313,40
hist_gbr__hmc_vae,Porosity,-0.008870537572019721,10.761238845294304,3.2804327222630714,2.0189952842287457,40
xgboost__hmc_vae,Porosity,-0.02111266770071163,10.891820997695223,3.300275897208478,2.043873227659574,40
hmlasso__hmc_vae,Porosity,-8.639245633482446,102.81817209173866,10.139929590077964,9.58441027253916,40
sst_xgb__hmc_vae,Porosity,-0.0053293850448852265,10.723466716252037,3.2746704744526642,1.996246274582883,40
erc_xgb__hmc_vae,Porosity,-0.010404321978811248,10.777599141015097,3.282925393763175,2.005924516637274,40
lightgbm__hh_vaem,Porosity,-0.013069098634365117,10.806023301491416,3.287251633430489,1.9893760231861717,40
hist_gbr__hh_vaem,Porosity,-0.009721885168750166,10.77031984675841,3.2818165467860037,1.9778233482598415,40
xgboost__hh_vaem,Porosity,-0.011815669831346076,10.792653452514243,3.285217413279408,1.9722629361702126,40
hmlasso__hh_vaem,Porosity,-8.639228978045969,102.81799443452365,10.139920829795647,9.584698881946958,40
sst_xgb__hh_vaem,Porosity,-0.025194024855701214,10.935355284327775,3.306864872402224,2.0245328562310405,40
erc_xgb__hh_vaem,Porosity,-0.012981286057774044,10.805086638089003,3.287109161267542,1.984446400852068,40
lightgbm__gtmcc,Porosity,0.12907516708945654,9.289824406810315,3.0479213255611297,2.2245587804334437,40
hist_gbr__gtmcc,Porosity,0.08524864165423607,9.757305307880939,3.1236685656261516,2.3278200117516903,40
xgboost__gtmcc,Porosity,0.1031429417361599,9.566433605338824,3.092965180104494,2.3429422872340426,40
hmlasso__gtmcc,Porosity,-10.007370671544413,117.41144224535455,10.835656059757275,10.310974790250917,40
sst_xgb__gtmcc,Porosity,0.3313920293666268,7.131787278840641,2.670540634186389,2.107564247212512,40
erc_xgb__gtmcc,Porosity,0.32396347862217556,7.21102480819482,2.685335138896972,2.0412643463729965,40
