Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ga,V,Ti,Zr,Bi,Pb,Li,B,Sc,Be,S_A_Temp,Ageing_Temp,Ageing_Time,Air,Furnace,Water,6% Work Hardening,7% Work Hardening,Compression,Cryrolling,HT Work Hardening,Rolling,Stretch,Work Hardening Level 1,Work Hardening Level 2,Work Hardening Level 4,Work Hardening Level 6,Work Hardening Level 8,Work hardening,none_strain,Artificial,Natural,Overageing,none_age,Partial Annealed,Stablized,none_treat,Drawn,Extruded,Forged,Rolled,Thixoformed,unspecified_man,Tube,Wire,Sheet,Bar,unspecified_prod,Plate,Foil,Rod,Die Forging,Ring,Forging,Ingot,Fin Stock,YTS
0.04,0.15,0.02,0.005,0,0.005,0,0.025,0.015,0.01,0.01,0,0,0,0,0.02,0,0,345,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28
0.04,0.15,0.02,0.005,0,0.005,0,0.025,0.015,0.01,0.01,0,0,0,0,0.02,0,0,25,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,25
0.04,0.15,0.02,0.005,0,0.005,0,0.025,0.015,0.01,0.01,0,0,0,0,0.02,0,0,25,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
0,0,1.6,0,0.95,0,0,0,0,0,0,0.08,0,0,1.7,0,0,0,530,150,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,315
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,230
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,125
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,270
0,0,5.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,510,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,350
0,0,5.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,510,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,295
0,0,5.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,510,160,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,260
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,310
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,310
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,296
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,295
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,275
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,249
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,125
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,125
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,524,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,270
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,295
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,315
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,510,160,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,310
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,510,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,296
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,270
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,220
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,414
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,414
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,465
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,440
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,425
0.8,0,4.4,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,415
0.8,0,4.5,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,415
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,415
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,415
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,408
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,340
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,315
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,310
0.8,0,4.5,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,290
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,290
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,260
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,150,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,420
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,175,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,420
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,135,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,410
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,399
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,399
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,399
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,399
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,398
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,397
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,397
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,397
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,397
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,190,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,395
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,205,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,395
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,395
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,393
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,393
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,393
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,393
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,393
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,170,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,379
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,372
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,372
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,372
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,372
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,230,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,370
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,170,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,369
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,170,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,360
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,260,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,250
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,243
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,240
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,240
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,235
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235
0.68,0.29,4.32,0.77,0.49,0,0,0,0,0,0.03,0.12,0,0,0,0,0,0,25,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,235
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,220
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,220
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,205
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,205
0.68,0.29,4.32,0.77,0.49,0,0,0,0,0,0.03,0.12,0,0,0,0,0,0,520,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,157
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,125
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,125
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,105
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,69
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,290
