Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ga,V,Ti,Zr,Bi,Pb,Li,B,Sc,Be,S_A_Temp,Ageing_Temp,Ageing_Time,Air,Furnace,Water,6% Work Hardening,7% Work Hardening,Compression,Cryrolling,HT Work Hardening,Rolling,Stretch,Work Hardening Level 1,Work Hardening Level 2,Work Hardening Level 4,Work Hardening Level 6,Work Hardening Level 8,Work hardening,none_strain,Artificial,Natural,Overageing,none_age,Partial Annealed,Stablized,none_treat,Drawn,Extruded,Forged,Rolled,Thixoformed,unspecified_man,Tube,Wire,Sheet,Bar,unspecified_prod,Plate,Foil,Rod,Die Forging,Ring,Forging,Ingot,Fin Stock,UTS
0.04,0.15,0.02,0.005,0,0.005,0,0.025,0.015,0.01,0.01,0,0,0,0,0.02,0,0,345,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83
0.04,0.15,0.02,0.005,0,0.005,0,0.025,0.015,0.01,0.01,0,0,0,0,0.02,0,0,25,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,58
0.04,0.15,0.02,0.005,0,0.005,0,0.025,0.015,0.01,0.01,0,0,0,0,0.02,0,0,25,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58
0,0,1.6,0,0.95,0,0,0,0,0,0,0.08,0,0,1.7,0,0,0,530,150,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,415
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,310
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,275
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,320
0,0,5.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,510,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,365
0,0,5.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,510,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,340
0,0,5.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,510,160,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,407
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,405
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,379
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,380
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,370
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,319
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,275
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,275
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,524,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,395
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,390
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,420
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,510,160,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,407
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,160,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,395
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,510,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,379
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,350
0.4,0.7,5.5,0,0,0,0,0.15,0,0,0,0,0.4,0.4,0,0,0,0,525,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,365
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,483
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,483
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,490
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,465
0.8,0,4.4,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,485
0.8,0,4.5,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,485
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,485
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,480
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,460
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,445
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,465
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,425
0.8,0,4.5,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,430
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,425
0.8,0,4.4,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,505,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,438
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,150,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,475
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,175,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,470
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,135,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,475
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,446
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,446
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,446
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,446
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,448
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,467
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,467
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,467
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,467
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,190,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,455
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,205,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,440
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,438
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,442
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,442
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,442
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,442
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,442
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,170,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,442
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,433
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,433
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,160,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,433
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,177,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,433
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,230,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,440
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,170,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,421
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,170,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,421
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,260,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,420
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,398
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,405
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,396
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,405
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,345
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,345
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,400
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,400
0.68,0.29,4.32,0.77,0.49,0,0,0,0,0,0.03,0.12,0,0,0,0,0,0,25,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,381
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,380
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,345
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,345
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,380
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,370
0.68,0.29,4.32,0.77,0.49,0,0,0,0,0,0.03,0.12,0,0,0,0,0,0,520,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,394
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,205
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,205
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,220
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,285
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,192
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,413,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,172
0.85,0.7,4.45,0.8,0.5,0.1,0,0.25,0,0,0.15,0.05,0,0,0,0,0,0,500,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,425
