Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,RH Device Brand & Model,Standard,Orientation,No. Tests,"Median Rebound Number, RN",Core Specimen ,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes
Szilágyi (2013a),T3/256,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,57.2,Core,,,,,,,79.99,79.99,68.89,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/257,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,49.1,Core,,,,,,,64.55,64.55,53.58,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/258,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,49.7,Core,,,,,,,64.89,64.89,53.86,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/259,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.7,Core,,,,,,,65.74,65.74,54.64,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/260,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.8,Core,,,,,,,65.81,65.81,54.71,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/261,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.2,Core,,,,,,,58.82,58.82,48.82,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/262,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,50.3,Core,,,,,,,64.55,64.55,53.58,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/263,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,50.7,Core,,,,,,,64.89,64.89,53.86,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/264,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.3,Core,,,,,,,65.74,65.74,54.64,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/265,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,52.8,Core,,,,,,,65.81,65.81,54.71,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/266,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.9,Core,,,,,,,58.82,58.82,48.82,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/267,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,55.0,Core,,,,,,,78.33,78.33,67.23,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/268,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,52.9,Core,,,,,,,80.73,80.73,69.63,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/269,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,54.1,Core,,,,,,,80.29,80.29,69.19,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/270,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,56.7,Core,,,,,,,89.89,89.89,78.79,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/271,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,56.5,Core,,,,,,,78.33,78.33,67.23,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/272,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,53.9,Core,,,,,,,80.73,80.73,69.63,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/273,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,57.4,Core,,,,,,,80.29,80.29,69.19,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/274,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,55.6,Core,,,,,,,89.89,89.89,78.79,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/275,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,38.5,Core,,,,,,,29.92,29.92,24.83,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/276,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,37.3,Core,,,,,,,27.68,27.68,22.97,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/277,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,39.2,Core,,,,,,,29.92,29.92,24.83,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/278,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,38.6,Core,,,,,,,27.68,27.68,22.97,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/279,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,48.6,Core,,,,,,,61.69,61.69,51.20,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/280,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,47.4,Core,,,,,,,61.44,61.44,51.00,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/281,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,49.5,Core,,,,,,,61.69,61.69,51.20,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/282,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,47.9,Core,,,,,,,61.44,61.44,51.00,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/283,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.5,Core,,,,,,,85.91,85.91,74.81,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/284,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,52.8,Core,,,,,,,86.24,86.24,75.14,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/285,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,53.1,Core,,,,,,,85.91,85.91,74.81,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/286,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,52.0,Core,,,,,,,86.24,86.24,75.14,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/287,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,38.4,Core,,,,,,,37.57,37.57,31.18,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/288,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,36.5,Core,,,,,,,36.80,36.80,30.54,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/289,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,38.5,Core,,,,,,,38.40,38.40,31.87,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/290,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,37.1,Core,,,,,,,38.63,38.63,32.06,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/291,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,39.7,Core,,,,,,,37.57,37.57,31.18,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/292,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,37.8,Core,,,,,,,36.80,36.80,30.54,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/293,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,38.5,Core,,,,,,,38.40,38.40,31.87,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/294,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,37.4,Core,,,,,,,38.63,38.63,32.06,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/295,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.5,Core,,,,,,,77.50,77.50,66.40,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/296,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.3,Core,,,,,,,75.07,75.07,63.97,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/297,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,51.3,Core,,,,,,,77.50,77.50,66.40,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T3/298,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,52.3,Core,,,,,,,75.07,75.07,63.97,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/1,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,25.5,Core,,,,,,,11.60,11.60,9.63,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/2,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,27.2,Core,,,,,,,14.27,14.27,11.84,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/3,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,29.8,Core,,,,,,,14.90,14.90,12.37,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/4,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,19.4,Core,,,,,,,6.12,6.12,5.08,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/5,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,17.4,Core,,,,,,,5.35,5.35,4.44,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/6,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,15.7,Core,,,,,,,4.08,4.08,3.39,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/7,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,19.6,Core,,,,,,,5.99,5.99,4.97,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/8,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,20.9,Core,,,,,,,7.65,7.65,6.35,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/9,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,24.7,Core,,,,,,,8.66,8.66,7.19,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/10,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,21.6,Core,,,,,,,25.48,25.48,21.15,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/11,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,31.3,Core,,,,,,,35.91,35.91,29.81,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/12,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,32.3,Core,,,,,,,35.55,35.55,29.51,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/13,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,29.9,Core,,,,,,,31.99,31.99,26.55,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/14,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,36.5,Core,,,,,,,43.02,43.02,35.71,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/15,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,41.3,Core,,,,,,,44.46,44.46,36.90,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/16,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,26.5,Core,,,,,,,22.17,22.17,18.40,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/17,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,37.0,Core,,,,,,,38.33,38.33,31.81,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/18,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,40.1,Core,,,,,,,40.90,40.90,33.95,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/19,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,26.4,Core,,,,,,,19.11,19.11,15.86,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/20,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,33.1,Core,,,,,,,28.67,28.67,23.80,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T4/21,Hungary,In-situ,,,Original Schmidt Type N,,Horizontal,10,33.3,Core,,,,,,,18.09,18.09,15.01,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
