Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,RH Device Brand & Model,Standard,Orientation,No. Tests,"Median Rebound Number, RN",Core Specimen ,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes
Szilágyi (2013a),T11/62,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.7,Cylinder,,,,,,,69.35,69.35,69.35,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/63,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,50.5,Cylinder,,,,,,,74.53,74.53,74.53,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/64,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,48.5,Cylinder,,,,,,,77.80,77.80,77.80,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/65,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.0,Cylinder,,,,,,,89.16,89.16,89.16,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/66,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,50.3,Cylinder,,,,,,,93.68,93.68,93.68,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/67,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.5,Cylinder,,,,,,,76.20,76.20,76.20,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/68,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,48.2,Cylinder,,,,,,,82.72,82.72,82.72,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/69,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.0,Cylinder,,,,,,,85.27,85.27,85.27,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/70,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.6,Cylinder,,,,,,,65.55,65.55,65.55,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/71,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.8,Cylinder,,,,,,,59.07,59.07,59.07,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/72,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.8,Cylinder,,,,,,,74.61,74.61,74.61,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/73,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,48.1,Cylinder,,,,,,,80.49,80.49,80.49,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/74,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.9,Cylinder,,,,,,,65.39,65.39,65.39,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/75,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,48.8,Cylinder,,,,,,,73.46,73.46,73.46,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/76,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.5,Cylinder,,,,,,,79.73,79.73,79.73,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/77,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.1,Cylinder,,,,,,,86.36,86.36,86.36,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/78,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.4,Cylinder,,,,,,,64.28,64.28,64.28,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/79,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.0,Cylinder,,,,,,,71.04,71.04,71.04,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/80,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.5,Cylinder,,,,,,,77.56,77.56,77.56,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/81,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,51.8,Cylinder,,,,,,,84.33,84.33,84.33,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/82,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,50.7,Cylinder,,,,,,,59.48,59.48,59.48,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/83,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.5,Cylinder,,,,,,,70.16,70.16,70.16,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/84,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,52.0,Cylinder,,,,,,,86.82,86.82,86.82,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/85,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.4,Cylinder,,,,,,,56.77,56.77,56.77,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/86,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.0,Cylinder,,,,,,,67.11,67.11,67.11,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/87,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,42.4,Cylinder,,,,,,,54.48,54.48,54.48,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/88,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.5,Cylinder,,,,,,,61.88,61.88,61.88,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/89,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.5,Cylinder,,,,,,,69.28,69.28,69.28,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/90,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,39.8,Cylinder,,,,,,,53.20,53.20,53.20,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/91,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,40.5,Cylinder,,,,,,,57.17,57.17,57.17,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/92,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.6,Cylinder,,,,,,,62.28,62.28,62.28,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/93,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,29.7,Cylinder,,,,,,,34.68,34.68,34.68,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/94,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,40.0,Cylinder,,,,,,,45.35,45.35,45.35,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/95,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.7,Cylinder,,,,,,,54.94,54.94,54.94,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/96,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.6,Cylinder,,,,,,,58.25,58.25,58.25,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/97,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,44.0,Cylinder,,,,,,,59.73,59.73,59.73,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/98,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.9,Cylinder,,,,,,,71.52,71.52,71.52,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/99,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,36.8,Cylinder,,,,,,,46.44,46.44,46.44,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/100,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,40.8,Cylinder,,,,,,,58.36,58.36,58.36,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/101,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,42.7,Cylinder,,,,,,,62.48,62.48,62.48,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/102,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,34.2,Cylinder,,,,,,,37.87,37.87,37.87,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/103,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,39.0,Cylinder,,,,,,,45.88,45.88,45.88,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/104,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,41.9,Cylinder,,,,,,,55.08,55.08,55.08,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/105,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.9,Cylinder,,,,,,,70.67,70.67,70.67,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/106,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.4,Cylinder,,,,,,,77.43,77.43,77.43,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/107,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,48.3,Cylinder,,,,,,,79.97,79.97,79.97,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/108,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.7,Cylinder,,,,,,,58.49,58.49,58.49,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/109,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.6,Cylinder,,,,,,,70.43,70.43,70.43,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/110,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.4,Cylinder,,,,,,,77.10,77.10,77.10,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/111,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,37.6,Cylinder,,,,,,,47.57,47.57,47.57,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/112,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,39.9,Cylinder,,,,,,,53.88,53.88,53.88,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/113,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.0,Cylinder,,,,,,,66.62,66.62,66.62,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/114,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.1,Cylinder,,,,,,,68.93,68.93,68.93,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/115,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.1,Cylinder,,,,,,,75.47,75.47,75.47,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/116,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.0,Cylinder,,,,,,,86.22,86.22,86.22,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/117,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.5,Cylinder,,,,,,,59.28,59.28,59.28,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/118,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.1,Cylinder,,,,,,,67.98,67.98,67.98,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/119,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.0,Cylinder,,,,,,,75.76,75.76,75.76,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/120,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,36.9,Cylinder,,,,,,,43.13,43.13,43.13,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/121,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,41.7,Cylinder,,,,,,,55.20,55.20,55.20,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/122,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.3,Cylinder,,,,,,,64.99,64.99,64.99,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/123,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.3,Cylinder,,,,,,,69.73,69.73,69.73,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/124,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,51.6,Cylinder,,,,,,,88.78,88.78,88.78,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/125,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.7,Cylinder,,,,,,,95.15,95.15,95.15,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/126,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.9,Cylinder,,,,,,,66.82,66.82,66.82,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/127,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.1,Cylinder,,,,,,,75.40,75.40,75.40,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/128,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.7,Cylinder,,,,,,,81.20,81.20,81.20,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/129,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,39.1,Cylinder,,,,,,,46.61,46.61,46.61,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/130,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.3,Cylinder,,,,,,,64.73,64.73,64.73,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/131,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.3,Cylinder,,,,,,,70.86,70.86,70.86,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/132,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.3,Cylinder,,,,,,,76.53,76.53,76.53,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/133,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,48.8,Cylinder,,,,,,,86.72,86.72,86.72,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/134,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.8,Cylinder,,,,,,,95.63,95.63,95.63,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/135,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.5,Cylinder,,,,,,,69.95,69.95,69.95,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/136,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.7,Cylinder,,,,,,,75.76,75.76,75.76,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/137,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.8,Cylinder,,,,,,,81.40,81.40,81.40,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/138,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,39.7,Cylinder,,,,,,,50.21,50.21,50.21,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/139,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.5,Cylinder,,,,,,,65.01,65.01,65.01,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/140,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.9,Cylinder,,,,,,,73.73,73.73,73.73,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/141,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,48.7,Cylinder,,,,,,,79.33,79.33,79.33,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/142,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.9,Cylinder,,,,,,,85.17,85.17,85.17,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/143,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.7,Cylinder,,,,,,,97.60,97.60,97.60,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/144,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,44.1,Cylinder,,,,,,,69.73,69.73,69.73,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/145,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,53.4,Cylinder,,,,,,,80.56,80.56,80.56,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/146,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,51.6,Cylinder,,,,,,,85.24,85.24,85.24,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/147,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,39.9,Cylinder,,,,,,,53.39,53.39,53.39,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/148,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.8,Cylinder,,,,,,,64.60,64.60,64.60,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/149,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.9,Cylinder,,,,,,,79.87,79.87,79.87,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/150,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.6,Cylinder,,,,,,,78.18,78.18,78.18,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/151,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,51.1,Cylinder,,,,,,,86.66,86.66,86.66,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/152,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,54.2,Cylinder,,,,,,,98.75,98.75,98.75,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/153,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.2,Cylinder,,,,,,,78.41,78.41,78.41,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/154,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,52.3,Cylinder,,,,,,,80.16,80.16,80.16,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/155,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,51.1,Cylinder,,,,,,,88.92,88.92,88.92,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/156,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,39.9,Cylinder,,,,,,,53.85,53.85,53.85,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/157,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.5,Cylinder,,,,,,,64.18,64.18,64.18,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/158,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.5,Cylinder,,,,,,,79.42,79.42,79.42,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/159,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,52.2,Cylinder,,,,,,,89.33,89.33,89.33,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/160,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,51.6,Cylinder,,,,,,,95.74,95.74,95.74,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/161,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.1,Cylinder,,,,,,,71.29,71.29,71.29,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/162,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,51.1,Cylinder,,,,,,,75.44,75.44,75.44,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/163,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,52.8,Cylinder,,,,,,,86.42,86.42,86.42,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/164,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,42.8,Cylinder,,,,,,,57.72,57.72,57.72,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/165,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.6,Cylinder,,,,,,,66.64,66.64,66.64,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/166,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,52.1,Cylinder,,,,,,,79.48,79.48,79.48,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/167,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,48.7,Cylinder,,,,,,,87.25,87.25,87.25,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/168,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,51.2,Cylinder,,,,,,,95.68,95.68,95.68,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/169,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,47.5,Cylinder,,,,,,,74.68,74.68,74.68,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/170,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.4,Cylinder,,,,,,,75.43,75.43,75.43,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/171,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,52.5,Cylinder,,,,,,,89.02,89.02,89.02,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/172,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,42.6,Cylinder,,,,,,,54.81,54.81,54.81,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/173,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,45.6,Cylinder,,,,,,,63.80,63.80,63.80,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/174,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,52.0,Cylinder,,,,,,,81.83,81.83,81.83,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/175,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,56.4,Cylinder,,,,,,,86.18,86.18,86.18,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/176,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,53.0,Cylinder,,,,,,,96.52,96.52,96.52,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/177,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.7,Cylinder,,,,,,,73.69,73.69,73.69,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/178,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,50.6,Cylinder,,,,,,,78.68,78.68,78.68,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/179,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,50.4,Cylinder,,,,,,,82.86,82.86,82.86,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/180,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,42.6,Cylinder,,,,,,,57.55,57.55,57.55,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/181,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,48.1,Cylinder,,,,,,,66.14,66.14,66.14,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/182,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,51.6,Cylinder,,,,,,,76.05,76.05,76.05,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/183,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,55.2,Cylinder,,,,,,,84.94,84.94,84.94,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/184,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,53.8,Cylinder,,,,,,,92.78,92.78,92.78,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/185,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,46.3,Cylinder,,,,,,,69.46,69.46,69.46,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/186,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,49.5,Cylinder,,,,,,,75.28,75.28,75.28,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/187,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,50.4,Cylinder,,,,,,,83.94,83.94,83.94,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
Szilágyi (2013a),T11/188,Hungary,Laboratory,,,Original Schmidt Type N,,Horizontal,10,43.2,Cylinder,,,,,,,58.23,58.23,58.23,"Data collected from other historical studies, but does not report test details. Assumed standard cylinder."
