1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,Flowability
950.0,52.5,1,0,0.0,0.0,255.0,0.0,0.0,873.0,0.0,0.6,0.0,189.0,31.0,0.0,0,0,2.5,0.2,13,2.7249
941.5,52.5,1,0,0.0,0.0,255.0,9.5,0.0,873.0,0.0,0.6,0.0,189.0,31.0,0.0,0,0,2.5,0.2,13,2.6481
932.0,52.5,1,0,0.0,0.0,255.0,19.0,0.0,873.0,0.0,0.6,0.0,189.0,31.0,0.0,0,0,2.5,0.2,13,2.3856
921.5,52.5,1,0,0.0,0.0,255.0,28.5,0.0,873.0,0.0,0.6,0.0,189.0,31.0,0.0,0,0,2.5,0.2,13,2.2761
912.0,52.5,1,0,0.0,0.0,255.0,38.0,0.0,873.0,0.0,0.6,0.0,189.0,31.0,0.0,0,0,2.5,0.2,13,2.0276
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.0,0,0,0.0,0.2,13,8.0
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.1,15,8,0.0,0.2,13,7.7025
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.2,15,8,0.0,0.2,13,7.41
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.3,15,8,0.0,0.2,13,7.1225
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.4,15,8,0.0,0.2,13,6.6729
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.0,0,0,0.0,0.2,13,6.29
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.1,15,8,0.0,0.2,13,5.6564
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.2,15,8,0.0,0.2,13,5.0516
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.3,15,8,0.0,0.2,13,4.4756
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.4,15,8,0.0,0.2,13,3.9284
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.0,0,0,0.0,0.2,13,5.25
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.1,15,8,0.0,0.2,13,4.8081
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.2,15,8,0.0,0.2,13,4.3824
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.3,15,8,0.0,0.2,13,3.9729
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.4,15,8,0.0,0.2,13,3.5796
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.0,0,0,2.0,0.2,13,3.41
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.1,15,8,2.0,0.2,13,3.0804
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.2,15,8,2.0,0.2,13,2.7636
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.3,15,8,2.0,0.2,13,2.4596
612.4,52.5,1,0,0.0,0.0,0.0,0.0,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.4,15,8,2.0,0.2,13,2.1684
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.0,0,0,2.0,0.2,13,2.24
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.1,15,8,2.0,0.2,13,1.9241
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.2,15,8,2.0,0.2,13,1.6244
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.3,15,8,2.0,0.2,13,1.3409
600.2,52.5,1,0,0.0,0.0,0.0,12.2,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.4,15,8,2.0,0.2,13,1.0736
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.0,0,0,2.0,0.2,13,0.96
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.1,15,8,2.0,0.2,13,0.69
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.2,15,8,2.0,0.2,13,0.21
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.3,15,8,2.0,0.2,13,0.1025
588.0,52.5,1,0,0.0,0.0,0.0,24.4,262.5,1168.7,58.0,2.0,0.0,201.2,45.9,0.4,15,8,2.0,0.2,13,0.0609
594.2,52.5,1,0,0.0,0.0,0.0,24.8,265.3,1282.3,0.0,2.0,0.0,176.9,44.2,0.0,0,0,2.0,0.2,13,7.253296479
594.2,52.5,1,0,0.0,0.0,0.0,24.8,265.3,1282.3,0.0,2.0,0.0,176.9,44.2,0.0,0,0,2.0,0.19,12,7.404106622
594.2,52.5,1,0,0.0,0.0,0.0,24.8,265.3,1282.3,0.0,2.0,0.0,176.9,44.2,0.0,0,0,2.0,0.18,9,7.699524145
594.2,52.5,1,0,0.0,0.0,0.0,24.8,265.3,1282.3,0.0,2.0,0.0,176.9,44.2,0.0,0,0,2.0,0.17,7,7.986086956
594.2,52.5,1,0,0.0,0.0,0.0,24.8,265.3,1282.3,0.0,2.0,0.0,176.9,44.2,0.0,0,0,2.0,0.16,6,6.982064054
800.0,52.5,1,0,0.0,750.0,150.0,0.0,0.0,500.0,0.0,0.18,0.0,230.0,25.0,2.0,20,18,0.0,0.0,0,1.56
700.0,52.5,1,0,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,0.0,0.0,0,9.888745139
700.0,52.5,1,0,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,0.5,0.0,0,9.553734418
700.0,52.5,1,0,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,1.0,0.0,0,9.13593352
700.0,52.5,1,0,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,1.5,0.0,0,8.938900135
700.0,52.5,1,0,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,2.0,0.0,0,8.611167158
700.0,52.5,1,0,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,2.5,0.0,0,7.020797826
657.0,52.5,1,1,0.0,429.8,119.4,0.0,0.0,1050.0,0.0,0.3,0.0,180.93,12.66,0.0,0,0,2.0,0.2,13,4.38
960.0,42.5,2,0,0.0,0.0,240.0,0.0,0.0,960.0,0.0,0.1,0.0,174.0,24.0,0.0,0,0,8.0,0.18,13,0.0404
960.0,42.5,2,0,0.0,0.0,240.0,0.0,0.0,960.0,0.0,0.1,0.0,207.0,24.0,0.0,0,0,8.0,0.18,13,0.9321
960.0,42.5,2,0,0.0,0.0,240.0,0.0,0.0,960.0,0.0,0.1,0.0,228.0,24.0,0.0,0,0,8.0,0.18,13,0.2996
960.0,42.5,2,0,0.0,0.0,240.0,0.0,0.0,960.0,0.0,0.1,0.0,260.0,24.0,0.0,0,0,8.0,0.18,13,0.4641
960.0,42.5,2,0,0.0,0.0,240.0,0.0,0.0,960.0,0.0,0.1,0.0,286.0,24.0,0.0,0,0,8.0,0.18,13,0.7161
960.0,52.5,1,0,250.0,0.0,0.0,0.0,0.0,960.0,0.0,1.0,0.0,164.0,28.0,0.0,0,0,8.0,0.18,13,0.21
960.0,52.5,1,0,250.0,0.0,0.0,0.0,0.0,960.0,0.0,1.0,0.0,174.0,28.0,0.0,0,0,8.0,0.18,13,0.44
960.0,52.5,1,0,250.0,0.0,0.0,0.0,0.0,960.0,0.0,1.0,0.0,183.0,28.0,0.0,0,0,8.0,0.18,13,0.69
960.0,52.5,1,0,250.0,0.0,0.0,0.0,0.0,960.0,0.0,1.0,0.0,193.0,28.0,0.0,0,0,8.0,0.18,13,0.96
960.0,52.5,1,0,250.0,0.0,0.0,0.0,0.0,960.0,0.0,1.0,0.0,202.0,28.0,0.0,0,0,8.0,0.18,13,1.25
960.0,52.5,1,0,250.0,0.0,0.0,0.0,0.0,960.0,0.0,1.0,0.0,212.0,28.0,0.0,0,0,8.0,0.18,13,1.56
960.0,52.5,1,0,0.0,0.0,250.0,0.0,0.0,960.0,0.0,1.0,0.0,212.0,28.0,0.0,0,0,8.0,0.18,13,0.21
1251.2,52.5,1,1,0.0,0.0,291.3,0.0,0.0,407.8,0.0,1.0,0.0,201.4,28.2,0.0,0,0,0.0,0.0,0,2.2041
825.8,52.5,1,1,0.0,0.0,192.3,0.0,486.2,444.4,0.0,1.0,0.0,201.4,10.5,0.0,0,0,0.0,0.0,0,11.96
575.6,52.5,1,1,0.0,0.0,134.0,0.0,772.2,455.7,0.0,1.0,0.0,201.4,5.1,0.0,0,0,0.0,0.0,0,13.2884
325.3,52.5,1,1,0.0,0.0,75.7,0.0,1058.2,455.4,0.0,1.0,0.0,201.4,5.2,0.0,0,0,0.0,0.0,0,18.7136
700.0,52.5,2,1,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,0.0,0.2,13,9.863616
700.0,52.5,2,1,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,0.5,0.2,13,9.536516
700.0,52.5,2,1,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,1.0,0.2,13,9.214416
700.0,52.5,2,1,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,1.5,0.2,13,8.897316
700.0,52.5,2,1,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,2.0,0.2,13,8.585216
700.0,52.5,2,1,150.0,0.0,50.0,0.0,0.0,1104.0,0.0,1.25,0.0,180.0,30.0,0.0,0,0,2.5,0.2,13,7.0089
792.0,42.5,1,1,0.0,0.0,264.0,0.0,0.0,1056.0,0.0,2.36,0.0,173.0,21.1,0.0,0,0,2.0,0.2,13,1.560488573
634.0,42.5,1,1,0.0,159.0,264.0,0.0,0.0,1056.0,0.0,2.36,0.0,173.0,21.1,0.0,0,0,2.0,0.2,13,1.657148861
475.0,42.5,1,1,0.0,317.0,264.0,0.0,0.0,1056.0,0.0,2.36,0.0,173.0,21.1,0.0,0,0,2.0,0.2,13,1.891038261
317.0,42.5,1,1,0.0,475.0,264.0,0.0,0.0,1056.0,0.0,2.36,0.0,173.0,21.1,0.0,0,0,2.0,0.2,13,2.239450405
634.0,42.5,1,1,159.0,0.0,264.0,0.0,0.0,1056.0,0.0,2.36,0.0,173.0,21.1,0.0,0,0,2.0,0.2,13,1.725271697
475.0,42.5,1,1,317.0,0.0,264.0,0.0,0.0,1056.0,0.0,2.36,0.0,173.0,21.1,0.0,0,0,2.0,0.2,13,1.993692419
317.0,42.5,1,1,475.0,0.0,264.0,0.0,0.0,1056.0,0.0,2.36,0.0,173.0,21.1,0.0,0,0,2.0,0.2,13,2.348061885
450.0,52.5,1,1,0.0,0.0,50.0,0.0,0.0,693.39,1298.61,20.0,0.0,90.0,18.0,0.0,0,0,0.0,0.0,0,0.1
630.0,52.5,1,1,0.0,0.0,70.0,0.0,0.0,622.05,1165.95,20.0,0.0,126.0,18.0,0.0,0,0,0.0,0.0,0,1.4025
810.0,52.5,1,1,0.0,0.0,90.0,0.0,0.0,535.92,1003.08,20.0,0.0,162.0,18.0,0.0,0,0,0.0,0.0,0,3.730625
810.0,52.5,1,1,0.0,0.0,90.0,0.0,0.0,535.92,1003.08,20.0,0.0,162.0,18.0,0.0,0,0,0.0,0.0,0,6.932749769
630.0,52.5,1,1,0.0,14.0,90.0,0.0,0.0,535.92,1003.08,20.0,0.0,162.0,18.0,0.0,0,0,0.0,0.0,0,6.829728137
450.0,52.5,1,1,0.0,20.0,90.0,0.0,0.0,535.92,1003.08,20.0,0.0,162.0,18.0,0.0,0,0,0.0,0.0,0,4.821816345
630.0,52.5,1,1,0.0,180.0,90.0,0.0,0.0,535.92,1003.08,20.0,0.0,126.0,18.0,0.0,0,0,0.0,0.0,0,1.151111111
630.0,52.5,1,1,0.0,180.0,90.0,0.0,0.0,535.92,1003.08,20.0,0.0,144.0,18.0,0.0,0,0,0.0,0.0,0,4.137777778
630.0,52.5,1,1,0.0,180.0,90.0,0.0,0.0,535.92,1003.08,20.0,0.0,162.0,18.0,0.0,0,0,0.0,0.0,0,6.84
630.0,52.5,1,1,0.0,180.0,90.0,0.0,0.0,535.92,1003.08,20.0,0.0,144.0,18.0,0.0,0,0,0.0,0.0,0,3.94502662
450.0,52.5,1,1,0.0,180.0,90.0,0.0,180.0,535.92,1003.08,20.0,0.0,144.0,18.0,0.0,0,0,0.0,0.0,0,10.38239031
270.0,52.5,1,1,0.0,180.0,90.0,0.0,360.0,535.92,1003.08,20.0,0.0,144.0,18.0,0.0,0,0,0.0,0.0,0,10.7430192
