slab_id,b,h,d,E,nu,rho,sdl,ll,llred,mesh,angle,sx1,sy1,sx2,sy2,sx3,sy3,sx4,sy4,dl_load,sdl_load,ll_load,llred_load,dl_reaction,sdl_reaction,ll_reaction,llred_reaction
slab_011,5486,11224,250,30624,0.2,2409,-0.63,-1.82,-1.01,1000,45,1097,2244,4388,2244,1097,8979,4388,8979,-363.752,-38.848,-112.032,-62.16,363.752,38.848,112.032,62.16
slab_012,5046,13233,180,32323,0.22,2550,-0.32,-2.98,-1.44,500,0,1009,2646,4036,2646,1009,10586,4036,10586,-300.944,-21.104,-198.944,-95.984,300.944,21.104,198.944,95.984
slab_013,6410,12220,180,30501,0.18,2431,-0.88,-4.35,-2.48,500,90,1282,2444,5128,2444,1282,9776,5128,9776,-336.0,-69.2,-340.9,-194.4,336.0,69.2,340.9,194.4
slab_014,5456,14259,200,30755,0.22,2505,-0.66,-2.6,-1.18,500,45,1091,2851,4364,2851,1091,11407,4364,11407,-382.32,-51.956,-201.684,-92.156,382.321,51.957,201.684,92.156
slab_015,4387,10033,250,31928,0.19,2586,-0.67,-3.42,-2.18,750,90,877,2006,3509,2006,877,8026,3509,8026,-279.216,-29.52,-150.48,-96.0,279.216,29.52,150.48,96.0
slab_016,7977,15454,250,35635,0.21,2522,-0.98,-3.49,-1.77,1000,0,1595,3090,6381,3090,1595,12363,6381,12363,-762.608,-120.648,-430.144,-218.184,762.607,120.648,430.144,218.184
slab_017,7805,11219,250,28430,0.2,2453,-0.34,-4.97,-2.93,1000,90,1561,2243,6244,2243,1561,8975,6244,8975,-526.856,-29.948,-435.156,-256.6,526.856,29.948,435.156,256.6
slab_018,6989,10679,180,29678,0.2,2487,-0.69,-2.18,-0.88,1000,0,1397,2135,5591,2135,1397,8543,5591,8543,-327.728,-51.416,-162.596,-65.636,327.728,51.416,162.595,65.636
slab_019,7087,9097,200,33082,0.2,2546,-0.92,-4.76,-2.51,500,0,1417,1819,5669,1819,1417,7277,5669,7277,-322.096,-59.16,-307.02,-161.82,322.096,59.16,307.02,161.82
slab_020,7865,8533,220,30465,0.18,2523,-0.74,-4.54,-2.13,500,45,1573,1706,6292,1706,1573,6826,6292,6826,-365.28,-49.784,-304.52,-142.728,365.28,49.784,304.52,142.727
slab_021,4647,8654,180,33068,0.2,2461,-0.68,-3.63,-2.52,500,45,929,1730,3717,1730,929,6923,3717,6923,-174.572,-27.16,-145.924,-101.36,174.572,27.16,145.925,101.36
slab_022,6586,12044,250,29934,0.2,2555,-0.79,-3.41,-1.72,500,90,1317,2408,5268,2408,1317,9635,5268,9635,-497.24,-62.8,-270.4,-136.2,497.24,62.8,270.4,136.2
slab_023,4202,9018,180,32411,0.18,2421,-0.86,-2.8,-1.53,1000,0,840,1803,3361,1803,840,7214,3361,7214,-162.024,-32.6,-106.096,-58.0,162.024,32.6,106.096,58.0
slab_024,6305,11298,200,33695,0.2,2523,-0.71,-3.95,-2.41,500,0,1261,2259,5044,2259,1261,9038,5044,9038,-352.476,-50.784,-281.424,-171.792,352.476,50.784,281.424,171.792
slab_025,5743,15934,220,35812,0.2,2574,-0.6,-4.3,-2.14,750,0,1148,3186,4594,3186,1148,12747,4594,12747,-508.344,-54.864,-393.492,-195.828,508.343,54.864,393.492,195.828
slab_026,4436,15588,250,28693,0.21,2407,-0.96,-2.77,-1.75,500,90,887,3117,3548,3117,887,12470,3548,12470,-408.16,-65.84,-191.48,-121.136,408.16,65.84,191.48,121.136
slab_027,6979,15426,220,35377,0.2,2543,-0.49,-3.34,-1.89,750,45,1395,3085,5583,3085,1395,12340,5583,12340,-590.904,-52.92,-359.72,-203.56,590.904,52.92,359.72,203.56
slab_028,5477,15279,200,35010,0.2,2463,-0.33,-2.78,-1.4,1000,45,1095,3055,4381,3055,1095,12223,4381,12223,-404.368,-27.584,-232.576,-117.28,404.368,27.584,232.576,117.28
slab_029,4724,8325,220,31596,0.2,2560,-0.59,-4.5,-2.53,1000,90,944,1665,3779,1665,944,6660,3779,6660,-217.308,-23.18,-176.964,-99.504,217.308,23.18,176.964,99.504
slab_030,5607,12104,220,32805,0.2,2437,-0.88,-2.93,-1.2,500,0,1121,2420,4485,2420,1121,9683,4485,9683,-357.0,-59.7,-198.74,-81.4,357.0,59.7,198.74,81.4
slab_031,4739,9524,250,29322,0.2,2418,-0.72,-4.75,-1.92,1000,45,947,1904,3791,1904,947,7619,3791,7619,-267.688,-32.528,-214.36,-86.6,267.688,32.528,214.36,86.6
slab_032,7041,10792,250,29361,0.2,2468,-0.44,-4.67,-3.17,500,45,1408,2158,5632,2158,1408,8633,5632,8633,-460.12,-33.48,-354.94,-240.9,460.12,33.48,354.939,240.9
slab_033,4250,15013,250,32528,0.21,2407,-0.91,-1.95,-0.92,500,90,850,3002,3400,3002,850,12010,3400,12010,-376.36,-57.92,-124.32,-58.48,376.36,57.92,124.32,58.48
slab_034,7577,14568,200,28433,0.2,2527,-0.69,-3.71,-1.5,500,45,1515,2913,6061,2913,1515,11654,6061,11654,-547.68,-76.32,-410.132,-165.84,547.68,76.32,410.132,165.84
slab_035,4618,10052,200,30460,0.18,2527,-0.54,-3.72,-2.1,1000,90,923,2010,3694,2010,923,8041,3694,8041,-230.124,-25.048,-172.68,-97.516,230.124,25.048,172.68,97.516
slab_036,6503,11791,200,29778,0.21,2450,-0.81,-3.91,-2.15,1000,90,1300,2358,5202,2358,1300,9432,5202,9432,-368.624,-62.08,-299.784,-164.896,368.624,62.081,299.783,164.896
slab_037,4335,15575,180,29859,0.2,2538,-0.38,-2.71,-1.13,750,45,867,3115,3468,3115,867,12460,3468,12460,-302.704,-25.632,-182.984,-76.16,302.704,25.632,182.984,76.16
slab_038,4896,8756,250,33054,0.21,2541,-0.67,-1.52,-0.74,750,90,979,1751,3916,1751,979,7004,3916,7004,-267.152,-28.8,-65.152,-31.68,267.152,28.8,65.152,31.68
slab_039,5276,12557,180,32022,0.18,2448,-0.53,-3.33,-1.43,1000,45,1055,2511,4220,2511,1055,10045,4220,10045,-286.352,-35.232,-220.616,-94.752,286.352,35.232,220.616,94.752
slab_040,5744,10570,180,29038,0.18,2545,-0.61,-1.73,-1.07,500,0,1148,2114,4595,2114,1148,8456,4595,8456,-273.0,-37.184,-105.128,-64.896,273.0,37.184,105.128,64.896
slab_041,5873,13567,250,28212,0.21,2579,-0.7,-3.41,-2.26,1000,45,1174,2713,4698,2713,1174,10853,4698,10853,-503.92,-55.68,-271.696,-180.0,503.921,55.68,271.696,180.0
slab_042,5673,9356,180,30568,0.22,2519,-0.42,-2.59,-1.25,500,0,1134,1871,4538,1871,1134,7484,4538,7484,-236.228,-22.56,-137.316,-66.16,236.227,22.56,137.316,66.16
slab_043,6593,15683,250,32135,0.22,2476,-0.48,-3.31,-1.68,750,45,1318,3136,5274,3136,1318,12546,5274,12546,-627.824,-49.64,-342.2,-173.632,627.824,49.64,342.2,173.633
slab_044,5027,11410,200,34507,0.22,2512,-0.78,-4.27,-2.42,1000,90,1005,2282,4021,2282,1005,9128,4021,9128,-282.768,-44.832,-244.864,-138.76,282.768,44.832,244.864,138.76
slab_045,6477,11497,200,34785,0.2,2579,-0.64,-3.57,-2.05,1000,45,1295,2299,5181,2299,1295,9197,5181,9197,-376.792,-47.568,-265.792,-152.704,376.792,47.568,265.792,152.704
slab_046,6303,11209,200,34047,0.21,2463,-0.5,-3.19,-2.09,1000,0,1260,2241,5042,2241,1260,8967,5042,8967,-341.448,-35.392,-225.4,-147.68,341.448,35.392,225.401,147.68
slab_047,5309,9043,200,31910,0.21,2530,-0.82,-2.77,-1.28,1000,45,1061,1808,4247,1808,1061,7234,4247,7234,-238.32,-39.36,-133.024,-61.472,238.321,39.36,133.025,61.472
slab_048,5534,8865,200,35115,0.2,2492,-0.99,-3.57,-1.46,750,0,1106,1773,4427,1773,1106,7092,4427,7092,-239.888,-48.504,-175.056,-71.496,239.888,48.504,175.056,71.496
slab_049,7552,15580,180,31114,0.2,2456,-0.54,-2.52,-1.11,750,0,1510,3116,6041,3116,1510,12464,6041,12464,-510.208,-63.42,-296.428,-130.492,510.208,63.42,296.428,130.493
slab_050,7723,14786,200,32987,0.19,2584,-0.76,-2.29,-0.93,500,45,1544,2957,6178,2957,1544,11828,6178,11828,-578.496,-86.16,-261.84,-105.84,578.495,86.16,261.84,105.84
slab_051,4024,15346,180,29405,0.21,2416,-0.68,-4.74,-3.26,1000,0,804,3069,3219,3069,804,12276,3219,12276,-263.408,-42.0,-292.648,-201.304,263.408,42.0,292.648,201.305
slab_052,4721,13245,180,28820,0.21,2552,-0.97,-1.98,-1.27,750,90,944,2649,3776,2649,944,10596,3776,10596,-281.696,-60.752,-123.808,-79.264,281.696,60.752,123.808,79.264
slab_053,5134,10732,220,32667,0.2,2415,-0.43,-3.69,-2.08,1000,90,1026,2146,4107,2146,1026,8585,4107,8585,-287.168,-23.656,-203.36,-114.6,287.169,23.655,203.36,114.601
slab_054,5089,8497,180,34117,0.19,2485,-0.38,-2.54,-1.31,750,0,1017,1699,4071,1699,1017,6797,4071,6797,-189.744,-16.352,-109.768,-56.576,189.744,16.352,109.768,56.576
slab_055,7070,8908,250,32583,0.18,2561,-0.63,-2.48,-1.1,750,0,1414,1781,5656,1781,1414,7126,5656,7126,-395.6,-39.52,-156.16,-69.2,395.6,39.52,156.16,69.2
slab_056,5499,14449,220,31700,0.21,2466,-0.54,-4.06,-2.41,500,90,1099,2889,4399,2889,1099,11559,4399,11559,-422.872,-43.32,-322.168,-191.4,422.872,43.32,322.169,191.4
slab_057,4047,11276,180,35168,0.2,2576,-0.72,-3.75,-2.39,500,45,809,2255,3237,2255,809,9020,3237,9020,-207.64,-32.68,-170.96,-109.048,207.64,32.68,170.96,109.048
slab_058,5841,12357,180,30551,0.19,2567,-0.52,-4.92,-3.42,500,90,1168,2471,4672,2471,1168,9885,4672,9885,-326.8,-37.4,-354.992,-246.944,326.8,37.4,354.991,246.945
slab_059,4392,9625,250,32260,0.22,2564,-0.55,-3.24,-1.81,500,45,878,1925,3513,1925,878,7700,3513,7700,-265.656,-23.2,-136.808,-76.8,265.656,23.2,136.809,76.8
slab_060,4397,10328,180,34242,0.2,2600,-0.47,-2.96,-1.23,1000,45,879,2065,3517,2065,879,8262,3517,8262,-208.476,-21.288,-134.424,-55.808,208.475,21.288,134.424,55.808
slab_061,7132,8991,180,28498,0.19,2483,-0.75,-2.78,-1.86,500,90,1426,1798,5705,1798,1426,7192,5705,7192,-281.18,-48.24,-178.408,-118.812,281.18,48.24,178.408,118.812
slab_062,7532,11117,220,31409,0.19,2600,-0.47,-2.02,-1.19,1000,90,1506,2223,6025,2223,1506,8893,6025,8893,-469.828,-39.364,-169.124,-99.568,469.827,39.364,169.124,99.568
slab_063,6470,8375,250,29044,0.21,2542,-0.59,-1.5,-1.04,750,0,1294,1675,5176,1675,1294,6700,5176,6700,-337.84,-32.0,-81.12,-56.44,337.84,32.0,81.12,56.44
slab_064,6446,15028,180,33774,0.21,2527,-0.99,-2.79,-1.67,1000,0,1289,3005,5156,3005,1289,12022,5156,12022,-432.144,-96.0,-270.308,-161.76,432.144,96.0,270.308,161.76
slab_065,7465,8135,250,32851,0.19,2440,-0.3,-4.68,-3.18,1000,90,1493,1627,5972,1627,1493,6508,5972,6508,-363.376,-18.344,-284.284,-193.052,363.376,18.344,284.284,193.052
slab_066,5677,13960,180,35003,0.18,2504,-0.58,-2.25,-1.42,1000,0,1135,2792,4541,2792,1135,11168,4541,11168,-350.4,-46.08,-178.32,-112.536,350.4,46.08,178.32,112.536
slab_067,5637,8258,200,29005,0.2,2538,-0.5,-2.93,-1.25,1000,90,1127,1651,4509,1651,1127,6606,4509,6606,-231.784,-23.28,-136.4,-58.208,231.784,23.28,136.4,58.208
slab_068,6169,8432,220,33792,0.2,2421,-0.41,-3.3,-1.64,750,45,1233,1686,4935,1686,1233,6745,4935,6745,-271.82,-21.468,-171.612,-85.308,271.82,21.468,171.612,85.308
slab_069,6549,8387,180,30398,0.19,2596,-0.41,-3.58,-2.28,750,45,1309,1677,5239,1677,1309,6709,5239,6709,-251.888,-22.56,-196.576,-125.2,251.887,22.56,196.576,125.2
slab_070,7460,15049,180,28718,0.2,2482,-0.49,-4.92,-2.19,1000,90,1492,3009,5968,3009,1492,12039,5968,12039,-492.08,-55.132,-552.32,-245.976,492.08,55.132,552.32,245.976
slab_071,5601,8439,180,31875,0.19,2542,-0.51,-4.84,-2.42,500,45,1120,1687,4480,1687,1120,6751,4480,6751,-212.168,-24.096,-228.688,-114.408,212.168,24.096,228.688,114.408
slab_072,7131,8166,220,29421,0.21,2500,-0.81,-1.67,-1.06,500,90,1426,1633,5704,1633,1426,6532,5704,6532,-314.16,-46.92,-97.08,-61.68,314.16,46.92,97.08,61.68
slab_073,5225,14203,250,32213,0.21,2403,-0.47,-1.8,-0.87,1000,45,1045,2840,4180,2840,1045,11362,4180,11362,-437.316,-34.8,-133.68,-64.56,437.316,34.8,133.68,64.56
slab_074,4592,15384,200,33820,0.21,2553,-0.62,-3.19,-1.88,1000,90,918,3076,3673,3076,918,12307,3673,12307,-353.88,-43.684,-225.356,-132.76,353.88,43.684,225.356,132.76
slab_075,5983,12122,250,33848,0.21,2582,-0.8,-3.61,-1.89,750,45,1196,2424,4786,2424,1196,9697,4786,9697,-459.36,-57.952,-261.824,-137.208,459.36,57.952,261.823,137.208
slab_076,6060,13684,200,32713,0.18,2567,-0.79,-1.85,-0.94,1000,0,1212,2736,4848,2736,1212,10947,4848,10947,-417.616,-65.52,-153.552,-78.0,417.616,65.52,153.552,78.0
slab_077,4480,11990,200,28035,0.19,2515,-0.59,-2.99,-1.73,1000,90,896,2398,3584,2398,896,9592,3584,9592,-265.04,-31.76,-160.54,-92.9,265.04,31.76,160.54,92.9
slab_078,4462,13905,180,34281,0.2,2470,-0.74,-2.43,-1.4,1000,45,892,2781,3569,2781,892,11124,3569,11124,-270.66,-45.9,-150.84,-86.94,270.66,45.9,150.84,86.94
slab_079,7809,10496,180,34179,0.19,2548,-0.48,-3.38,-2.13,500,45,1561,2099,6247,2099,1561,8396,6247,8396,-368.488,-39.608,-277.14,-174.776,368.488,39.608,277.14,174.776
slab_080,6241,10283,180,32443,0.2,2455,-0.71,-3.4,-2.02,1000,0,1248,2056,4992,2056,1248,8226,4992,8226,-278.216,-45.568,-218.16,-129.68,278.215,45.568,218.16,129.68
slab_081,5566,13475,250,32241,0.21,2555,-0.81,-2.73,-1.37,1000,90,1113,2695,4452,2695,1113,10780,4452,10780,-469.992,-60.72,-204.744,-102.72,469.993,60.72,204.744,102.72
slab_082,5767,9718,250,28741,0.2,2410,-0.42,-2.6,-1.13,500,45,1153,1943,4613,1943,1153,7774,4613,7774,-331.28,-23.6,-145.572,-63.52,331.28,23.6,145.573,63.52
slab_083,4359,10702,220,34807,0.19,2544,-0.78,-4.1,-2.18,1000,0,871,2140,3487,2140,871,8561,3487,8561,-256.148,-36.36,-191.308,-101.692,256.148,36.36,191.308,101.692
slab_084,4067,12211,200,33425,0.18,2532,-0.68,-3.95,-2.04,500,90,813,2442,3253,2442,813,9768,3253,9768,-246.8,-34.1,-195.9,-101.4,246.8,34.1,195.9,101.4
slab_085,4107,13564,180,33614,0.18,2552,-0.83,-2.07,-0.84,500,0,821,2712,3285,2712,821,10851,3285,10851,-251.028,-46.34,-115.256,-46.9,251.028,46.34,115.256,46.9
slab_086,5597,11589,200,29786,0.19,2494,-0.48,-4.27,-1.76,750,90,1119,2317,4477,2317,1119,9271,4477,9271,-317.312,-31.232,-276.968,-114.024,317.312,31.232,276.968,114.024
slab_087,7248,12865,220,34223,0.18,2503,-0.61,-1.91,-0.79,500,0,1449,2573,5798,2573,1449,10292,5798,10292,-504.0,-57.6,-177.84,-73.68,504.0,57.6,177.84,73.68
slab_088,4516,9506,200,28151,0.21,2400,-0.48,-3.52,-2.44,500,45,903,1901,3612,1901,903,7604,3612,7604,-202.4,-20.8,-151.2,-104.8,202.4,20.8,151.2,104.8
slab_089,6047,8292,220,33425,0.2,2563,-0.81,-4.99,-2.67,1000,45,1209,1658,4837,1658,1209,6633,4837,6633,-277.344,-40.64,-250.232,-133.848,277.344,40.64,250.232,133.848
slab_090,6337,8641,220,32547,0.2,2461,-0.47,-4.52,-2.07,750,90,1267,1728,5069,1728,1267,6912,5069,6912,-290.84,-25.72,-247.472,-113.4,290.84,25.72,247.471,113.4
slab_091,4605,13441,200,29193,0.22,2515,-0.34,-4.11,-2.02,750,45,921,2688,3684,2688,921,10752,3684,10752,-305.436,-20.992,-254.352,-124.912,305.436,20.992,254.352,124.912
slab_092,6702,13617,220,29687,0.21,2540,-0.72,-3.88,-2.29,1000,90,1340,2723,5361,2723,1340,10893,5361,10893,-500.348,-65.604,-354.024,-208.944,500.348,65.605,354.024,208.944
slab_093,5939,11898,220,34247,0.21,2455,-0.96,-2.56,-1.77,1000,90,1187,2379,4751,2379,1187,9518,4751,9518,-374.368,-67.872,-180.856,-125.112,374.369,67.872,180.856,125.111
slab_094,7679,9044,200,31332,0.19,2484,-0.51,-1.63,-1.09,750,0,1535,1808,6143,1808,1535,7235,6143,7235,-338.444,-35.4,-113.284,-75.808,338.444,35.4,113.284,75.808
slab_095,5612,15221,180,32014,0.2,2458,-0.81,-4.97,-2.21,500,90,1122,3044,4489,3044,1122,12176,4489,12176,-370.824,-68.972,-424.432,-188.936,370.823,68.972,424.432,188.935
slab_096,4794,13961,200,31483,0.19,2557,-0.32,-4.07,-1.77,500,90,958,2792,3835,2792,958,11168,3835,11168,-335.68,-21.56,-272.16,-118.784,335.68,21.56,272.16,118.784
slab_097,5461,9018,220,30921,0.19,2478,-0.47,-4.92,-2.21,750,90,1092,1803,4368,1803,1092,7214,4368,7214,-263.416,-23.088,-242.3,-108.872,263.416,23.088,242.3,108.872
slab_098,7365,8625,200,31853,0.2,2402,-0.82,-4.89,-3.38,750,90,1473,1725,5892,1725,1473,6900,5892,6900,-299.48,-52.24,-310.8,-214.72,299.48,52.24,310.8,214.72
slab_099,5084,15996,250,29142,0.21,2536,-0.69,-4.86,-3.4,500,45,1016,3199,4067,3199,1016,12796,4067,12796,-505.908,-56.0,-395.056,-276.492,505.907,56.0,395.056,276.492
slab_100,5713,9337,180,29459,0.2,2586,-0.68,-4.05,-2.43,750,45,1142,1867,4570,1867,1142,7469,4570,7469,-243.536,-36.344,-216.0,-129.64,243.537,36.344,216.0,129.64
slab_101,5705,8950,200,28077,0.2,2566,-0.55,-4.77,-2.96,500,45,1141,1790,4564,1790,1141,7160,4564,7160,-256.864,-28.164,-243.564,-151.164,256.864,28.164,243.564,151.164
slab_102,6341,8564,180,33334,0.19,2551,-0.64,-1.97,-1.16,750,90,1268,1712,5072,1712,1268,6851,5072,6851,-244.6,-34.696,-106.84,-63.0,244.6,34.696,106.84,63.0
slab_103,6044,13274,220,28893,0.18,2582,-0.52,-2.69,-1.5,750,0,1208,2654,4835,2654,1208,10619,4835,10619,-447.184,-41.728,-215.804,-120.284,447.184,41.728,215.804,120.284
slab_104,5956,15539,200,31472,0.19,2461,-0.51,-4.04,-2.77,1000,45,1191,3107,4764,3107,1191,12431,4764,12431,-446.892,-47.152,-373.88,-256.46,446.892,47.151,373.88,256.46
slab_105,5647,11375,180,31636,0.21,2553,-0.88,-2.0,-1.03,500,90,1129,2275,4517,2275,1129,9100,4517,9100,-289.584,-56.384,-128.608,-66.224,289.584,56.384,128.608,66.224
slab_106,5360,9074,220,35509,0.21,2494,-0.51,-2.68,-1.72,500,0,1072,1814,4288,1814,1072,7259,4288,7259,-261.744,-25.084,-130.344,-83.848,261.744,25.084,130.344,83.848
slab_107,4847,8473,200,31433,0.19,2458,-0.51,-2.06,-1.29,1000,0,969,1694,3877,1694,969,6778,3877,6778,-198.052,-21.0,-84.6,-53.0,198.052,21.0,84.6,53.0
slab_108,7855,14634,250,30346,0.19,2579,-0.55,-4.15,-2.21,500,0,1571,2926,6284,2926,1571,11707,6284,11707,-727.44,-63.36,-477.6,-254.16,727.44,63.36,477.6,254.16
slab_109,5805,13774,220,32262,0.19,2460,-0.37,-3.91,-1.96,500,45,1161,2754,4644,2754,1161,11019,4644,11019,-424.572,-29.072,-312.448,-156.776,424.572,29.072,312.448,156.776
slab_110,7165,8136,250,31745,0.21,2500,-0.87,-3.52,-1.81,1000,0,1433,1627,5732,1627,1433,6508,5732,6508,-357.444,-50.748,-205.292,-105.496,357.444,50.748,205.292,105.496
slab_111,5981,10472,250,34709,0.18,2535,-0.49,-1.95,-1.17,1000,45,1196,2094,4784,2094,1196,8377,4784,8377,-389.36,-30.768,-122.184,-73.28,389.36,30.768,122.184,73.28
slab_112,4198,15541,200,32556,0.21,2479,-0.68,-4.38,-2.87,1000,45,839,3108,3358,3108,839,12432,3358,12432,-317.308,-44.36,-285.76,-187.244,317.308,44.36,285.76,187.244
slab_113,6781,8823,220,31611,0.2,2489,-0.96,-3.44,-1.97,750,90,1356,1764,5424,1764,1356,7058,5424,7058,-321.472,-57.6,-205.84,-117.784,321.472,57.6,205.84,117.784
slab_114,6258,10615,250,32958,0.22,2532,-0.63,-3.59,-1.57,1000,45,1251,2123,5006,2123,1251,8492,5006,8492,-412.484,-41.984,-238.472,-104.304,412.484,41.984,238.471,104.304
slab_115,5045,8766,250,31986,0.2,2499,-0.96,-4.11,-1.68,1000,90,1009,1753,4036,1753,1009,7012,4036,7012,-271.072,-42.4,-181.76,-74.4,271.072,42.4,181.76,74.4
slab_116,7717,13943,250,31293,0.2,2403,-0.9,-4.32,-2.29,750,90,1543,2788,6173,2788,1543,11154,6173,11154,-633.98,-97.12,-464.764,-246.24,633.98,97.12,464.764,246.24
slab_117,4666,13202,220,35022,0.19,2505,-0.85,-4.84,-3.3,1000,0,933,2640,3732,2640,933,10561,3732,10561,-333.096,-52.344,-298.168,-203.264,333.096,52.344,298.168,203.265
slab_118,5759,9061,200,32753,0.21,2417,-0.95,-3.49,-1.61,500,45,1151,1812,4607,1812,1151,7248,4607,7248,-247.324,-49.488,-182.16,-83.848,247.324,49.488,182.16,83.848
slab_119,5116,10878,220,28205,0.2,2549,-0.52,-2.28,-1.41,500,45,1023,2175,4092,2175,1023,8702,4092,8702,-306.076,-29.2,-127.048,-78.28,306.076,29.2,127.048,78.28
slab_120,6171,11054,220,32069,0.19,2482,-0.34,-1.62,-0.99,500,45,1234,2210,4936,2210,1234,8843,4936,8843,-365.552,-23.264,-110.736,-67.44,365.552,23.264,110.736,67.44
slab_121,5648,12493,200,35440,0.2,2407,-0.74,-2.02,-1.38,1000,45,1129,2498,4518,2498,1129,9994,4518,9994,-333.144,-52.276,-142.48,-97.324,333.144,52.275,142.48,97.324
slab_122,7878,9624,250,28127,0.21,2473,-0.35,-4.85,-3.25,1000,0,1575,1924,6302,1924,1575,7699,6302,7699,-459.864,-26.56,-367.704,-246.36,459.864,26.56,367.704,246.36
slab_123,6649,12356,180,32172,0.18,2400,-0.54,-2.7,-1.84,500,90,1329,2471,5319,2471,1329,9884,5319,9884,-348.0,-44.4,-221.6,-151.0,348.0,44.4,221.6,151.0
slab_124,7840,8941,200,28075,0.18,2587,-0.6,-1.88,-1.3,500,45,1568,1788,6272,1788,1568,7152,6272,7152,-355.88,-42.064,-131.872,-91.176,355.88,42.064,131.872,91.176
slab_125,4631,9034,200,29400,0.2,2550,-0.81,-3.18,-1.28,1000,45,926,1806,3704,1806,926,7227,3704,7227,-209.272,-33.84,-133.032,-53.6,209.272,33.84,133.032,53.6
slab_126,6241,15691,220,30800,0.18,2532,-0.73,-2.25,-0.97,500,90,1248,3138,4992,3138,1248,12552,4992,12552,-535.54,-71.312,-220.08,-94.816,535.541,71.312,220.08,94.816
slab_127,5075,13327,180,30648,0.19,2516,-0.4,-4.09,-2.14,750,90,1015,2665,4060,2665,1015,10661,4060,10661,-300.688,-27.104,-276.7,-144.7,300.688,27.104,276.7,144.7
slab_128,7041,14118,180,33936,0.18,2540,-0.87,-3.79,-2.36,1000,90,1408,2823,5632,2823,1408,11294,5632,11294,-445.892,-86.46,-376.66,-234.54,445.892,86.46,376.66,234.54
slab_129,6018,11428,180,32755,0.2,2403,-0.52,-3.14,-1.5,500,45,1203,2285,4814,2285,1203,9142,4814,9142,-292.0,-36.128,-216.012,-103.248,292.0,36.128,216.012,103.248
slab_130,6783,10980,220,34643,0.2,2494,-0.65,-4.89,-2.83,750,90,1356,2196,5426,2196,1356,8784,5426,8784,-400.8,-48.6,-364.2,-210.6,400.8,48.6,364.2,210.6
slab_131,4567,10524,200,30586,0.21,2523,-0.66,-1.83,-1.24,500,45,913,2104,3653,2104,913,8419,3653,8419,-238.024,-32.04,-88.056,-59.88,238.023,32.04,88.056,59.88
slab_132,5159,13077,250,35045,0.2,2474,-0.87,-2.7,-1.75,1000,90,1031,2615,4127,2615,1031,10461,4127,10461,-409.424,-58.72,-182.104,-118.016,409.425,58.72,182.103,118.016
slab_133,4195,9971,250,29594,0.19,2538,-0.83,-2.15,-1.0,500,0,839,1994,3356,1994,839,7976,3356,7976,-260.12,-34.4,-89.6,-41.6,260.12,34.4,89.6,41.6
slab_134,5140,9929,180,33554,0.19,2542,-0.72,-4.29,-2.71,500,45,1028,1985,4112,1985,1028,7943,4112,7943,-228.88,-36.72,-218.872,-138.08,228.88,36.72,218.872,138.08
